,VEH001,VEH002,VEH003,VEH004,VEH005,VEH006,VEH007,VEH008,VEH009,VEH010,DEL0001,DEL0002,DEL0003,DEL0004,DEL0005,DEL0006,DEL0007,DEL0008,DEL0009,DEL0010,DEL0011,DEL0012,DEL0013,DEL0014,DEL0015,DEL0016,DEL0017,DEL0018,DEL0019,DEL0020,DEL0021,DEL0022,DEL0023,DEL0024,DEL0025,DEL0026,DEL0027,DEL0028,DEL0029,DEL0030,DEL0031,DEL0032,DEL0033,DEL0034,DEL0035,DEL0036,DEL0037,DEL0038,DEL0039,DEL0040,DEL0041,DEL0042,DEL0043,DEL0044,DEL0045,DEL0046,DEL0047,DEL0048,DEL0049,DEL0050
DEL0033,46.440000000000005,33.282,26.064,54.612,3.798,45.702000000000005,33.822,32.67,46.368,8.964,17.802000000000003,52.416000000000004,21.492,28.44,41.832,50.328,52.47,18.45,35.964,34.236,38.862,18.774,49.158,29.232,26.46,41.094,32.292,43.181999999999995,48.762,50.49,19.332,32.526,37.854000000000006,19.08,28.422,32.616,51.66,28.242,29.790000000000003,36.576,63.45,34.974000000000004,0.0,31.302000000000003,33.678000000000004,27.522,30.240000000000002,48.744,40.032,42.246,47.466,31.392000000000003,10.044,22.032,39.798,44.208,37.386,29.142000000000003,32.85,15.102000000000002
DEL0034,55.314,52.632,46.62,33.318000000000005,30.618000000000002,37.728,16.2,26.172,55.242000000000004,25.83,21.221999999999998,14.814000000000002,25.704,47.394,91.72800000000001,42.84,31.176000000000002,32.598,46.007999999999996,38.34,25.092,25.02,31.464000000000002,48.186,59.922,49.986,36.144,77.688,41.31,67.788,16.11,41.094,46.728,22.32,43.056000000000004,6.408,51.498,11.879999999999999,49.248,48.186,28.638,42.876000000000005,29.736,0.0,32.868,47.124,37.818000000000005,27.468,50.076,50.526,40.014,4.05,27.990000000000002,44.064,37.242000000000004,53.172,47.43000000000001,37.566,4.680000000000001,22.176000000000002
DEL0035,40.050000000000004,17.55,18.540000000000003,32.22,31.104000000000003,78.98400000000001,35.712,45.036,39.978,27.540000000000003,25.326,39.114000000000004,21.546000000000003,32.886,59.81399999999999,34.181999999999995,31.895999999999997,20.196,20.088,9.792000000000002,43.164,23.688000000000002,26.352,33.678000000000004,28.728,31.194,7.578,36.792,25.740000000000002,52.524,28.278000000000002,12.546,40.482,21.312,27.81,29.916000000000004,36.234,32.526,34.74,33.678000000000004,27.018,18.126,30.438000000000002,32.544,0.0,15.426,7.542000000000001,31.157999999999998,22.752000000000002,24.984,24.444,34.812,29.718000000000004,19.818,8.694,26.928,20.106,12.294,33.462,32.580000000000005
DEL0036,38.592000000000006,7.956,5.832000000000001,39.942,26.766,60.768,40.230000000000004,48.924,30.474,30.869999999999997,30.276,44.064,26.496000000000002,23.382,31.895999999999997,35.244,55.26,14.202,16.362000000000002,19.152,48.132,28.638,34.074,24.498,18.090000000000003,17.766,17.208000000000002,23.814,33.66,41.580000000000005,33.246,17.424,21.96,26.28,17.154,35.262,26.136,37.494,23.436,24.174,34.74,11.538,34.668000000000006,47.124,15.786,0.0,13.176,38.862,19.026,16.812,32.364000000000004,39.78,38.43000000000001,11.322000000000001,12.06,21.834000000000003,16.38,6.228,38.681999999999995,31.356000000000005
DEL0037,33.966,14.58,11.916,37.62,25.236,83.754,36.882,46.206,33.894,28.728,26.496000000000002,40.284,22.715999999999998,26.802000000000003,35.316,32.922,49.284,14.328,18.558,15.444,44.333999999999996,24.858,31.752000000000002,27.594,22.644000000000002,32.454,13.23,30.636,31.733999999999998,46.440000000000005,29.466,15.102000000000002,25.38,22.5,21.708000000000002,31.482,30.150000000000002,33.714,28.656,27.594,32.418000000000006,16.308,24.57,33.732,10.71,8.802,0.0,36.558,22.626,23.958000000000002,29.916000000000004,35.982,27.36,12.438,10.602,26.604,19.98,9.468,34.902,28.638
DEL0038,84.78,40.193999999999996,40.284,8.748000000000001,49.95,46.224000000000004,38.736,39.204,48.564,45.162,37.800000000000004,36.54,40.95,53.91,52.11,22.05,6.102,41.454,30.384,27.576,33.588,42.714,10.152,76.932,49.752,43.757999999999996,37.206,47.718,25.11,65.52,47.519999999999996,33.21,52.488,38.862,48.816,23.759999999999998,56.322,34.2,55.764,54.684,7.092,50.292,49.068000000000005,27.774,38.754000000000005,37.476,36.504000000000005,0.0,37.872,37.242000000000004,23.814,38.088,47.322,41.562,30.672,37.548,46.512,34.938,28.728,41.507999999999996
DEL0039,31.05,13.607999999999999,22.374,40.158,38.772,99.23400000000001,52.236,60.93000000000001,31.824,42.876000000000005,43.884,57.672,40.086,34.74,35.37,34.344,39.833999999999996,27.864,10.692,18.63,61.074,42.246,34.29,35.532,32.742000000000004,24.39,20.664,30.474,32.85,48.798,46.836,11.97,34.002,45.774,31.5,48.852000000000004,34.74,51.083999999999996,36.594,35.532,34.956,16.848,38.106,52.344,23.058,19.314,24.912,39.078,0.0,10.44,25.740000000000002,53.37,40.896,25.614,15.840000000000002,12.402,8.082,13.734,52.272,43.362
DEL0040,24.678,9.395999999999999,21.924,38.088,52.668000000000006,71.658,53.676,79.884,25.470000000000002,44.316,45.324,59.11200000000001,41.544,31.302000000000003,28.998,33.264,37.764,33.768,12.132000000000001,20.07,59.004000000000005,43.686,32.22,35.136,30.636,19.728,22.122,24.624,31.824,42.426,48.294,19.71,30.384,41.31,28.062,49.193999999999996,33.21,52.542,33.156000000000006,35.748,32.886,18.018,39.546,52.542,24.516,19.908,26.352,50.958,3.9960000000000004,0.0,30.509999999999998,59.760000000000005,42.336,25.164,17.28,5.094,7.757999999999999,15.174,53.730000000000004,44.802
DEL0041,62.424,32.526,39.564,21.438000000000002,45.162,58.518,51.03,51.480000000000004,40.878,48.222,49.986,48.816,42.21,46.943999999999996,68.688,11.645999999999999,23.526,34.272,22.32,18.666,45.864000000000004,44.352000000000004,15.462,47.736,42.804,36.09,21.474,40.050000000000004,2.736,57.852000000000004,46.386,24.3,45.54,41.976,41.868,36.036,48.636,46.494,48.816,47.736,21.509999999999998,33.083999999999996,44.496,42.12,23.868,29.808,28.728,25.038,29.826,29.556000000000004,0.0,46.080000000000005,47.286,43.902,21.762,29.880000000000003,27.18,27.252000000000002,41.022,48.132
DEL0042,51.678000000000004,55.728,30.888,35.028000000000006,40.356,43.488,8.982000000000001,18.954,51.606,22.248,16.92,16.812,26.514000000000003,44.514,53.028000000000006,44.550000000000004,32.886,31.752000000000002,42.372,34.722,21.654,22.122,38.646,45.306000000000004,61.812000000000005,46.35,32.507999999999996,48.42,43.019999999999996,64.152,13.212,37.458,43.11,19.44,39.42,11.772,47.862,8.622,46.368,45.306000000000004,30.348,39.24,26.172,10.458,29.232,31.752000000000002,29.483999999999998,29.178,46.440000000000005,59.760000000000005,46.188,0.0,24.426000000000002,32.202000000000005,43.794,49.536,43.794,33.93000000000001,4.896000000000001,18.612000000000002
DEL0043,49.428000000000004,35.244,28.026,51.948,5.472,43.92,22.176000000000002,30.869999999999997,49.374,4.392,15.120000000000001,35.586,19.566,42.264,45.431999999999995,52.29,49.806000000000004,22.176000000000002,37.926,36.198,37.062,16.11,50.094,32.832,30.06,44.1,34.272,64.71000000000001,50.724000000000004,54.09,17.532,34.488,40.86,16.416,32.022,30.816000000000003,38.844,26.46,33.372,42.588,47.268,36.936,8.91,29.502000000000002,32.652,29.502000000000002,32.166000000000004,46.098,41.994,44.226,49.428000000000004,35.784,0.0,26.712,29.97,56.772,39.348,31.104000000000003,31.05,13.302
DEL0044,32.364000000000004,16.308,9.0,44.388,23.616,56.574,34.848,43.542,32.31,25.488,28.674,42.696,24.318,20.916,33.732,39.690000000000005,44.064,4.248,24.012,23.598,46.746,27.45,52.019999999999996,21.708000000000002,16.362000000000002,27.036,21.672,29.124,38.124,51.732,34.47,21.888,23.796000000000003,25.074,16.02,33.606,27.720000000000002,36.126000000000005,21.132,22.23,54.378,17.91,20.7,35.856,20.934,12.312,19.548,41.814,26.676000000000002,25.686,36.828,45.99,26.712,0.0,17.37,31.662,24.03,13.860000000000001,37.026,25.974
DEL0045,36.162,15.93,18.090000000000003,31.733999999999998,30.564,64.40400000000001,44.028000000000006,52.722,36.954,34.668000000000006,33.93000000000001,47.7,30.131999999999998,32.346,53.01,27.054,31.41,19.656,12.438,8.172,51.768,32.274,25.884,33.12,28.188000000000002,31.122,9.432,36.108,23.85,51.984,36.882,4.518,30.924,29.916000000000004,30.528000000000002,38.898,35.676,41.13,34.2,33.12,26.55,17.1,29.898,41.148,11.808,12.06,14.616,30.672,15.102000000000002,17.334000000000003,22.554,43.416000000000004,32.688,19.278000000000002,0.0,19.278000000000002,12.456,12.654,42.318000000000005,35.154
DEL0046,33.966,15.264000000000001,24.768,36.378,41.507999999999996,69.94800000000001,54.972,81.19800000000001,23.724,45.63,54.324,60.263999999999996,42.84,33.300000000000004,27.252000000000002,31.824,36.072,30.618000000000002,13.428,21.366,57.312,49.392,30.528000000000002,36.882,32.652,18.918,23.418,22.878000000000004,30.114,40.68000000000001,49.59,21.006,29.592000000000002,42.606,30.06,47.484,31.464000000000002,53.838,36.774,34.092000000000006,47.07,19.584000000000003,40.842000000000006,57.528000000000006,25.812,22.05,27.648,35.316,11.700000000000001,6.336,28.458000000000002,56.106,56.772,28.026,18.576,0.0,9.054,16.470000000000002,52.47,46.116
DEL0047,38.376000000000005,13.968,20.970000000000002,38.772,37.386,72.324,50.85,59.544,37.908,41.49,42.498,56.286,38.7,35.118,35.784,32.958,38.448,26.478,9.306000000000001,17.226000000000003,59.687999999999995,40.86,32.904,35.892,32.166000000000004,24.786,19.278000000000002,30.888,31.464000000000002,49.212,45.45,16.884,34.38,38.484,30.888,48.672,38.79,49.698,36.972,37.080000000000005,33.57,15.462,36.72,49.716,21.672,17.928,23.508000000000003,37.692,8.622,10.854000000000001,30.168000000000003,51.984,51.804,24.228,11.484,12.798,0.0,12.348,50.886,41.976
DEL0048,30.978,5.256,9.251999999999999,39.132,28.512,62.513999999999996,41.976,50.67,31.41,32.616,32.04,45.828,28.259999999999998,25.704,32.832,34.434,38.808,15.282,13.158,17.316,49.878,30.402,33.264,25.092,19.008000000000003,19.854,15.371999999999998,25.92,31.572,43.668000000000006,42.12,10.71,22.896,28.026,18.072,37.026,27.648,39.24,26.1,25.092,33.93000000000001,6.984,37.296,39.257999999999996,14.652000000000001,3.528,14.940000000000001,38.052,15.822,14.634000000000002,31.554000000000002,41.526,30.636,12.402,12.114,17.28,13.176,0.0,40.428000000000004,33.102000000000004
DEL0049,56.681999999999995,42.516000000000005,35.892,34.164,32.238,35.928000000000004,17.028000000000002,25.902,87.75,27.432000000000002,21.42,19.224,27.81,48.762,58.032000000000004,49.176,32.022,33.984,47.376000000000005,39.726,23.291999999999998,26.622,32.31,67.35600000000001,45.36,51.354000000000006,37.512,78.966,42.156000000000006,69.156,17.712,42.462,48.114000000000004,23.94,44.424,3.672,52.866,11.484,65.44800000000001,68.03999999999999,29.483999999999998,44.244,31.356000000000005,4.6979999999999995,34.236,36.75600000000001,34.47,28.296000000000003,51.443999999999996,51.894,40.86,11.07,29.61,36.486,41.382,58.337999999999994,48.798,38.934,0.0,23.778000000000002
DEL0050,52.92,37.800000000000004,31.518000000000004,45.54,16.038,36.288000000000004,14.562,23.256,52.848,11.25,7.578,27.971999999999998,16.434,36.108,49.5,55.062,43.416000000000004,28.71,41.418000000000006,35.01,29.448,12.312,43.704,50.85,34.128,47.592000000000006,32.796,70.254,54.774,58.13999999999999,9.918,37.746,44.352000000000004,9.629999999999999,36.09,23.202,42.912,18.828000000000003,37.440000000000005,51.39,40.86,39.528000000000006,15.156,21.888,29.52,32.04,29.754,39.690000000000005,52.524,47.178000000000004,49.644,21.978,13.41,27.738,33.462,57.6,51.984,34.218,23.418,0.0
